Type,Element,Grading,Notes
State,Seconds,1,Represented as CountdownSetSeconds
Transition,B (Seconds ⇒ Seconds),1,Correctly represented
Action,cdTime+=1sec,1,Correctly represented
Transition,C (Seconds ⇒ Minutes),1,Correctly represented
Action,flashMinutes(),1,Correctly represented
State,Minutes,1,Represented as CountdownSetMinutes
Transition,B (Minutes ⇒ Minutes),1,Correctly represented
Action,cdTime+=1min,1,Correctly represented
Transition,C (Minutes ⇒ Hours),1,Correctly represented
Action,flashHours(),1,Correctly represented
State,Hours,1,Represented as CountdownSetHours
Transition,B (Hours ⇒ Hours),1,Correctly represented
Action,cdTime+=1hr,1,Correctly represented
Transition,C (Hours ⇒ Seconds),1,Correctly represented
Action,flashSeconds(),1,Correctly represented
State,Countdown,1,Represented as CountdownRunning
Action,do / displayCountdown(),1,Correctly represented
Transition,(targetTime == time) (Countdown ⇒ CountdownReached),1,Correctly represented
Action,flash(),1,Correctly represented
State,CountdownReached,1,Represented as CountdownNotification
Action,do / flashZero&Beep5Sec(),1,Correctly represented
Transition,anyButton (CountdownReached ⇒ CountdownMode),1,Correctly represented
History State,H,1,Correctly represented
Transition,(alarm && alarmTime == time) (AlarmOff ⇒ AlarmOn),1,Correctly represented
Action,saveDisplay(),0.5,Implicitly handled by History state semantics
Action,flash(),1,Correctly represented
State,AlarmOn,1,Represented as AlarmNotification
Action,do / flashAlarmTime&Beep5Sec(),1,Correctly represented
Action,exit / restoreDisplay(),0.5,Implicitly handled by History state semantics
Transition,anyButton (AlarmOn ⇒ History State),1,Correctly represented
State,additional elements,0,No fundamentally incorrect additional states
Transition,additional elements,0,No fundamentally incorrect additional transitions
Guard,additional elements,0,No fundamentally incorrect additional guards
Action,additional elements,0,No fundamentally incorrect additional actions
Composite State,additional elements,0,No fundamentally incorrect additional composite states
Region,additional elements,0,Additional regions are reasonable modeling choices
History State,additional elements,0,No fundamentally incorrect additional history states
