Type,Element,Grading,Notes
Transition,"C (Hours ⇒ Seconds)",1,Present as C transition from SetCDHours to SetCDSeconds
Action,"flashSeconds()",0,No explicit flashSeconds action on transition
State,"Countdown",1,Present as CountdownRunning
Action,"do / displayCountdown()",0,No do action shown for CountdownRunning
Transition,"(targetTime == time) (Countdown ⇒ CountdownReached)",1,Present as countdownReachedZero event transition to CountdownRinging
Action,"flash()",0,No flash action on transition to CountdownRinging
State,"CountdownReached",1,Present as CountdownRinging
Action,"do / flashZero&Beep5Sec()",1,Present as beepAndFlashZeros() in note
Transition,"anyButton (CountdownReached ⇒ CountdownMode)",1,Present as anyButton transition from CountdownRinging to Countdown
History State,"H",1,Present as state H in NormalOperation
Transition,"(alarm && alarmTime == time) (AlarmOff ⇒ AlarmOn)",1,Present as alarmTimeReached transition from NormalOperation to AlarmRinging
Action,"saveDisplay()",0,No saveDisplay action on transition
Action,"flash()",0,No flash action on transition to AlarmRinging
State,"AlarmOn",1,Present as AlarmRinging
Action,"do / flashAlarmTime&Beep5Sec()",1,Present as beepAndFlashAlarmTime() in note
Action,"exit / restoreDisplay()",0,No exit action shown for AlarmRinging
Transition,"anyButton (AlarmOn ⇒ History State)",1,Present as anyButton transition from AlarmRinging to H
State,"additional elements",0,No fundamentally incorrect states present
Transition,"additional elements",0,No fundamentally incorrect transitions present
Guard,"additional elements",0,No fundamentally incorrect guards present
Action,"additional elements",0,No fundamentally incorrect actions present
Composite State,"additional elements",0,No fundamentally incorrect composite states present
Region,"additional elements",0,No fundamentally incorrect regions present
History State,"additional elements",0,No fundamentally incorrect history states present
