project,file,llm_grader,category,weighted_cohens_kappa,raw_value,note
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.8143322475570032,0.8143322475570032,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.7142857142857143,0.7142857142857143,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.8135593220338982,0.8135593220338982,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,,#DIV/0!,undefined (division by zero)
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-03_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.6806039488966318,0.6806039488966318,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.6486486486486487,0.6486486486486487,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.6885245901639344,0.6885245901639344,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.5454545454545454,0.5454545454545454,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.56,0.56,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,0.0,0,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,0.8693586698337292,0.8693586698337292,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,0.8869565217391304,0.8869565217391304,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,0.7934782608695652,0.7934782608695652,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,0.8493150684931506,0.8493150684931506,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,0.5,0.5,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,,#DIV/0!,undefined (division by zero)
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,0.7732893652102225,0.7732893652102225,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,0.6486486486486487,0.6486486486486487,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,0.9015544041450777,0.9015544041450777,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,1.0,1,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,0.56,0.56,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,0.0,0,
Automatic-Bread-Maker,Automatic-Bread-Maker_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,,#DIV/0!,undefined (division by zero)
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.6107784431137724,0.6107784431137724,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.5962732919254659,0.5962732919254659,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.7169811320754718,0.7169811320754718,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,,#DIV/0!,undefined (division by zero)
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,-0.22222222222222232,-0.22222222222222232,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.3163035311795642,0.3163035311795642,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.35526315789473684,0.35526315789473684,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.45783132530120485,0.45783132530120485,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.7142857142857143,0.7142857142857143,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.2857142857142857,0.2857142857142857,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.03076923076923077,0.03076923076923077,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,0.0,0,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.26985413290113447,0.26985413290113447,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,-0.13422818791946312,-0.13422818791946312,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.16666666666666674,0.16666666666666674,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.7142857142857143,0.7142857142857143,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.2857142857142857,0.2857142857142857,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,0.0,0,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,0.2873345935727789,0.2873345935727789,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,0.11267605633802802,0.11267605633802802,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,-0.29629629629629606,-0.29629629629629606,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,0.2857142857142857,0.2857142857142857,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,0.5,0.5,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,0.6666666666666667,0.6666666666666667,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,0.4353163361661945,0.4353163361661945,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,0.11267605633802802,0.11267605633802802,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,0.07407407407407418,0.07407407407407418,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,0.5454545454545454,0.5454545454545454,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,1.0,1,
Digital-Chess-Clock,Digital-Chess-Clock_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,0.0,0,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.4728033472803347,0.4728033472803347,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.25,0.25,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.5767195767195767,0.5767195767195767,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.4,0.4,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.5454545454545454,0.5454545454545454,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.375,0.375,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,0.0,0,
Dishwasher,Dishwasher_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,0.0,0,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.3529411765,0.3529411765,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.2352941176,0.2352941176,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.2682926829,0.2682926829,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.0,0,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.4444444444,0.4444444444,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.6666666667,0.6666666667,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,0.0,0,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.7024793388,0.7024793388,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.8311688312,0.8311688312,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.7872340426,0.7872340426,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.4,0.4,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.6153846154,0.6153846154,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.4482758621,0.4482758621,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,,#DIV/0!,undefined (division by zero)
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,0.0,0,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,0.7384500745,0.7384500745,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,0.8194444444,0.8194444444,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,0.6913580247,0.6913580247,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,0.6666666667,0.6666666667,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,0.6153846154,0.6153846154,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,0.7037037037,0.7037037037,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,,#DIV/0!,undefined (division by zero)
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,0.6666666667,0.6666666667,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,0.7524682652,0.7524682652,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,0.9127516779,0.9127516779,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,0.7790055249,0.7790055249,
