Type	Element	Grading	Notes
Transition	emergency (TrainMovement ⇒ Emergency)	1	ObstructionDetected moves Journey to EmergencyStopped.
Action	eStop;	1	Emergency transition performs eStop.
Transition	clear (Emergency ⇒ History State)	1	ObstructionCleared returns from EmergencyStopped to history.
Region	SDS	1	SegmentDetection region models the segment detection system.
State	Initial state (SDS → SDSActive)	1	SegmentDetection initially enters MonitoringSegment.
State	SDSActive	1	MonitoringSegment is the active SDS monitoring state.
Transition	after 1 sec (SDSActive ⇒ SDSActive)	1	MonitoringSegment checks for a new segment every second.
Guard	[hasSegmentChanged()]	1	enteredNewSegment is the equivalent segment change guard.
Action	setCS; enteringSegment()	1	On new segment it sets current segment and raises segmentUpdated.
Transition	after 1 sec (SDSActive ⇒ SDSActive)	1	MonitoringSegment also self loops every second when unchanged.
Guard	[!hasSegmentChanged()]	1	The no new segment guard is explicitly modeled.
Region	MDS	1	MovementDetection region models the movement detection system.
State	Initial state (MDS → Stopped)	1	MovementDetection initially enters Stopped.
State	Stopped	1	Stopped state is present.
Transition	after 1 sec (Stopped ⇒ Moving)	1	Stopped transitions to Moving when trainMoving is true.
Guard	[speed > 0]	1	trainMoving is a reasonable equivalent for positive speed.
Transition	after 1 sec (Stopped ⇒ Stopped)	1	Stopped self loop occurs when not moving.
Guard	[speed == 0]	1	!trainMoving is a reasonable equivalent for zero speed.
Action	stopped()	0	The Stopped self loop does not raise stoppedDetected.
State	Moving	1	Moving state is present.
Transition	after 1 sec (Moving ⇒ Stopped)	1	Moving transitions to Stopped when train is no longer moving.
Guard	[speed == 0]	1	!trainMoving is a reasonable equivalent for zero speed.
Action	stopped()	1	Moving to Stopped raises stoppedDetected.
Transition	after 1 sec (Moving ⇒ Moving)	1	Moving self loop occurs while trainMoving is true.
Guard	[speed > 0]	1	trainMoving is a reasonable equivalent for positive speed.
Region	ODS	1	ObstructionDetection region models the obstruction detection system.
State	Initial state (ODS → ODSActive)	1	ObstructionDetection initially enters TracksClear as the monitoring state.
State	ODSActive	1	TracksClear and TracksObstructed together represent active obstruction monitoring.
Transition	after 1 sec (ODSActive ⇒ ODSActive)	1	TracksClear detects obstruction after one second and triggers the event.
Guard	[obstacleDetected()]	1	tracksObstructed is the equivalent obstruction guard.
Action	emergency()	1	raiseObstructionDetected initiates the emergency transition.
Transition	after 1 sec (ODSActive ⇒ ODSActive)	1	TracksClear self loops every second when no obstruction is present.
Guard	[!obstacleDetected()]	1	!tracksObstructed is the equivalent no obstruction guard.
State	Arrived	0.5	No distinct Arrived state is modeled but final power off goes to Inactive.
State	additional elements	0	Extra states such as separate final dwell and obstruction states are reasonable refinements.
Transition	additional elements	0	Extra transitions for final station handling and obstruction clearing are consistent with the description.
Guard	additional elements	0	Extra guards such as finalStation and stationOnItinerary refine required behavior.
Action	additional elements	0	Extra event raising and door actions support the modeled behavior.
Composite State	additional elements	0	No fundamentally incorrect extra composite states are present.
Region	additional elements	0	No fundamentally incorrect extra regions are present.
History State	additional elements	0	The extra named history element is intended for emergency resume behavior.
