Type	Element	Grading	Notes
Transition	after 1 sec (Moving ⇒ Moving)	0	No MDS self transition for remaining moving is modeled.
Guard	[speed > 0]	0	No speed greater than zero guard is modeled for remaining moving.
Region	ODS	1	ODSRegion is modeled as an independent region.
State	Initial state (ODS → ODSActive)	1	ODSRegion initially enters ODS_Running.
State	ODSActive	1	ODS_Running represents active obstruction detection.
Transition	after 1 sec (ODSActive ⇒ ODSActive)	0.5	ODS checks every second but the obstacle case is not explicitly separated.
Guard	[obstacleDetected()]	0	No obstacleDetected guard is shown.
Action	emergency()	0	ODS does not generate an emergency event.
Transition	after 1 sec (ODSActive ⇒ ODSActive)	0.5	The unguarded periodic check can cover normal checking but lacks the no obstacle case.
Guard	[!obstacleDetected()]	0	No negated obstacle guard is shown.
State	Arrived	1	Off state represents the final powered off arrival condition.
State	additional elements	0	No fundamentally incorrect extra states are present.
Transition	additional elements	0	No fundamentally incorrect extra transitions are present.
Guard	additional elements	0	No fundamentally incorrect extra guards are present.
Action	additional elements	0	Extra checking actions are reasonable internal abstractions.
Composite State	additional elements	0	No fundamentally incorrect extra composite states are present.
Region	additional elements	0	No fundamentally incorrect extra regions are present.
History State	additional elements	0	No fundamentally incorrect extra history states are present.
