Type,Element,Grading,Notes
Guard,"[isStationSegment() && stopRequired()]",0.5,Uses station and finalStation conditions but does not explicitly distinguish required versus non-required station stops
State,"ApproachingRedLight",0,No separate state represents approaching a red light before stopped confirmation
Action,"entry / stopAL",1,stopAL is executed when entering a red traffic light segment
Transition,"stopped (ApproachingRedLight ⇒ AtRedTrafficLight)",0,No stopped event from MDS confirms arrival at the red light
State,"AtRedTrafficLight",1,StoppedAtTrafficLight represents waiting at a red traffic light
Transition,"green (AtRedTrafficLight ⇒ StopNotRequired)",1,Green light transition resumes movement by setting speed
State,"ApproachingStation",0,No separate state represents approaching a station before stopped confirmation
Action,"entry / stopAL",1,stopAL is executed when entering a station segment
Transition,"stopped (ApproachingStation ⇒ AtStation)",0,No stopped event from MDS confirms arrival at the station
History State,"History State for TrainMovement",0.5,A history-like H is used for emergency recovery but it is scoped inside Moving rather than the whole train movement behavior
State,"Emergency",1,EmergencyStopped represents the emergency condition
Transition,"emergency (TrainMovement ⇒ Emergency)",0.5,Emergency transition exists only from Moving and not from all train movement states
Action,"eStop;",1,eStop is executed on obstructionDetected
Transition,"clear (Emergency ⇒ History State)",0.5,Cleared transition attempts to resume via H but the history target is not the full movement history
Region,"SDS",1,SDS region is present
State,"Initial state (SDS → SDSActive)",1,SDS starts in SDSActive
State,"SDSActive",1,SDSActive state is present
Transition,"after 1 sec (SDSActive ⇒ SDSActive)",0.5,SDS checks every second but does not model the changed-segment branch explicitly
Guard,"[hasSegmentChanged()]",0,No hasSegmentChanged guard is shown
Action,"setCS; enteringSegment()",0.5,Segment setting appears on enteredSegment transitions but SDS does not explicitly emit enteringSegment
Transition,"after 1 sec (SDSActive ⇒ SDSActive)",0.5,Unguarded one-second SDS check can cover no-change cases only implicitly
Guard,"[!hasSegmentChanged()]",0,No not changed guard is shown
Region,"MDS",1,MDS region is present
State,"Initial state (MDS → Stopped)",0,MDS starts in generic MDSActive rather than Stopped
State,"Stopped",0,No Stopped state is modeled in MDS
Transition,"after 1 sec (Stopped ⇒ Moving)",0,No MDS transition from stopped to moving based on speed
Guard,"[speed > 0]",0,No speed greater than zero guard in MDS
Transition,"after 1 sec (Stopped ⇒ Stopped)",0,No MDS stopped self-transition is modeled
Guard,"[speed == 0]",0,No speed equals zero guard in MDS stopped behavior
Action,"stopped()",0,No stopped event or action is produced by MDS
State,"Moving",0,The Journey Moving state is not an MDS movement-detection state
Transition,"after 1 sec (Moving ⇒ Stopped)",0,No MDS transition from moving to stopped based on speed
Guard,"[speed == 0]",0,No speed equals zero guard for MDS moving behavior
Action,"stopped()",0,No stopped event or action is generated when movement ceases
Transition,"after 1 sec (Moving ⇒ Moving)",0,No MDS moving self-transition is modeled
Guard,"[speed > 0]",0,No speed greater than zero guard for MDS moving behavior
Region,"ODS",1,ODS region is present
State,"Initial state (ODS → ODSActive)",1,ODS starts in ODSActive
State,"ODSActive",1,ODSActive state is present
Transition,"after 1 sec (ODSActive ⇒ ODSActive)",0.5,ODS checks every second but does not model the obstacle-detected branch explicitly
Guard,"[obstacleDetected()]",0,No obstacleDetected guard is shown in ODS
Action,"emergency()",0.5,Obstruction leads directly to eStop elsewhere but ODS does not emit an emergency event
Transition,"after 1 sec (ODSActive ⇒ ODSActive)",0.5,Unguarded ODS check can cover no-obstacle cases only implicitly
Guard,"[!obstacleDetected()]",0,No not obstacleDetected guard is shown
State,"Arrived",0.5,Final arrival is represented by StoppedAtFinalStation then Off but no distinct arrived state exists
State,"additional elements",0,No extra states are fundamentally inconsistent with the system description
Transition,"additional elements",1,On to Off powerOff allows arbitrary shutdown beyond the specified final-station power off
Guard,"additional elements",0,No extra guards are fundamentally incorrect
Action,"additional elements",0,Extra check and door actions are reasonable abstractions of continuous systems and station behavior
Composite State,"additional elements",0,Extra composite structure is unnecessary but not fundamentally wrong
Region,"additional elements",0,No extra regions are fundamentally incorrect
History State,"additional elements",0,The history-like element is misplaced but already assessed under the expected history item
