Type,Element,Grading,Notes
Action,alarmTime+=1min,1,Correctly represented by incrementMinutes().
Transition,C (Minutes ⇒ Hours),1,Correctly represented by SetAlarmMinutes --> SetAlarmHours : C.
Action,flashHours(),1,Correctly represented by the note with do: flash() for SetAlarmHours.
State,Hours,1,Correctly represented by SetAlarmHours.
Transition,B (Hours ⇒ Hours),1,Correctly represented by SetAlarmHours --> SetAlarmHours : B.
Action,alarmTime+=1hr,1,Correctly represented by incrementHours().
Transition,C (Hours ⇒ Minutes),1,Correctly represented by SetAlarmHours --> SetAlarmMinutes : C.
Action,flashMinutes(),1,Correctly represented by the note with do: flash() for SetAlarmMinutes.
Transition,A (AlarmMode ⇒ CountdownMode),1,Correctly represented by ShowAlarm --> Countdown : A.
Composite State,CountdownMode,1,Correctly represented by Countdown.
State,Initial state (CountdownMode → Idle),1,Correctly represented by the initial transition to ShowCountdown.
State,Idle,1,Correctly represented by ShowCountdown.
Action,entry / displayCdTime(),0,No entry action defined for ShowCountdown.
Transition,C (Idle ⇒ Seconds),1,Correctly represented by ShowCountdown --> SetCountdown : C and initial transition to SetCDSeconds.
Action,flashSeconds(),1,Correctly represented by the note with do: flash() for SetCDSeconds.
Transition,B (Idle ⇒ Countdown),1,Correctly represented by ShowCountdown --> CountdownRunning : B.
Guard,[cdTime > 0:00:00],1,Correctly represented by [countdownTimeSet].
Action,targetTime = time + cdTime,1,Correctly represented by startCountdown().
Transition,A (CountdownMode ⇒ TimeKeepingMode),1,Correctly represented by ShowCountdown --> Timekeeping : A and CountdownRunning --> Timekeeping : A.
State,Seconds,1,Correctly represented by SetCDSeconds.
Transition,B (Seconds ⇒ Seconds),1,Correctly represented by SetCDSeconds --> SetCDSeconds : B.
Action,cdTime+=1sec,1,Correctly represented by incrementSeconds().
Transition,C (Seconds ⇒ Minutes),1,Correctly represented by SetCDSeconds --> SetCDMinutes : C.
Action,flashMinutes(),1,Correctly represented by the note with do: flash() for SetCDMinutes.
State,Minutes,1,Correctly represented by SetCDMinutes.
Transition,B (Minutes ⇒ Minutes),1,Correctly represented by SetCDMinutes --> SetCDMinutes : B.
Action,cdTime+=1min,1,Correctly represented by incrementMinutes().
Transition,C (Minutes ⇒ Hours),1,Correctly represented by SetCDMinutes --> SetCDHours : C.
Action,flashHours(),1,Correctly represented by the note with do: flash() for SetCDHours.
State,Hours,1,Correctly represented by SetCDHours.
Transition,B (Hours ⇒ Hours),1,Correctly represented by SetCDHours --> SetCDHours : B.
Action,cdTime+=1hr,1,Correctly represented by incrementHours().
Transition,C (Hours ⇒ Seconds),1,Correctly represented by SetCDHours --> SetCDSeconds : C.
Action,flashSeconds(),1,Correctly represented by the note with do: flash() for SetCDSeconds.
State,Countdown,1,Correctly represented by CountdownRunning.
Action,do / displayCountdown(),0,No do action defined for CountdownRunning.
Transition,(targetTime == time) (Countdown ⇒ CountdownReached),0.5,Partially represented by NormalOperation --> CountdownRinging : countdownReachedZero (transitions from composite state instead of CountdownRunning).
Action,flash(),1,Correctly represented by beepAndFlashZeros().
State,CountdownReached,1,Correctly represented by CountdownRinging.
Action,do / flashZero&Beep5Sec(),1,Correctly represented by beepAndFlashZeros().
Transition,anyButton (CountdownReached ⇒ CountdownMode),1,Correctly represented by CountdownRinging --> Countdown : anyButton.
History State,H,1,Correctly represented by state H.
Transition,(alarm && alarmTime == time) (AlarmOff ⇒ AlarmOn),1,Correctly represented by NormalOperation --> AlarmRinging : alarmTimeReached.
Action,saveDisplay(),0,No saveDisplay action defined.
Action,flash(),1,Correctly represented by beepAndFlashAlarmTime().
State,AlarmOn,1,Correctly represented by AlarmRinging.
Action,do / flashAlarmTime&Beep5Sec(),1,Correctly represented by beepAndFlashAlarmTime().
Action,exit / restoreDisplay(),0,No restoreDisplay action defined.
Transition,anyButton (AlarmOn ⇒ History State),1,Correctly represented by AlarmRinging --> H : anyButton.
State,additional elements,0,No fundamentally incorrect additional states.
Transition,additional elements,0,No fundamentally incorrect additional transitions.
Guard,additional elements,0,No fundamentally incorrect additional guards.
Action,additional elements,0,No fundamentally incorrect additional actions.
Composite State,additional elements,0,No fundamentally incorrect additional composite states.
Region,additional elements,0,No fundamentally incorrect additional regions.
History State,additional elements,0,No fundamentally incorrect additional history states.
