Type,Element,Grading,Notes
State,"Initial state (AlarmMode → Idle)",1,Alarm initially enters ShowAlarm
State,"Idle",1,ShowAlarm represents idle alarm display
Action,"entry / displayAlarmTime()",1,ShowAlarm represents displaying alarm time
Transition,"C (Idle ⇒ Minutes)",1,C from ShowAlarm enters alarm setting beginning with minutes
Action,"flashMinutes()",1,SetAlarmMinutes has flashing behavior noted
Transition,"A (AlarmMode ⇒ CountdownMode)",1,A from ShowAlarm enters Countdown mode
State,"Minutes",1,SetAlarmMinutes state is present
Transition,"B (Minutes ⇒ Minutes)",1,B self transition increments alarm minutes
Action,"alarmTime+=1min",1,incrementMinutes in alarm setting represents increasing alarm minutes
Transition,"C (Minutes ⇒ Hours)",1,C moves from SetAlarmMinutes to SetAlarmHours
Action,"flashHours()",1,SetAlarmHours has flashing behavior noted
State,"Hours",1,SetAlarmHours state is present
Transition,"B (Hours ⇒ Hours)",1,B self transition increments alarm hours
Action,"alarmTime+=1hr",1,incrementHours in alarm setting represents increasing alarm hours
Transition,"C (Hours ⇒ Minutes)",1,C rotates from SetAlarmHours back to SetAlarmMinutes
Action,"flashMinutes()",1,SetAlarmMinutes has flashing behavior noted
Transition,"A (AlarmMode ⇒ CountdownMode)",1,A mode change from alarm display to countdown is modeled
Composite State,"CountdownMode",1,Countdown composite state is present
State,"Initial state (CountdownMode → Idle)",1,Countdown initially enters ShowCountdown
State,"Idle",1,ShowCountdown represents idle countdown display
Action,"entry / displayCdTime()",1,ShowCountdown represents displaying countdown time
Transition,"C (Idle ⇒ Seconds)",1,C from ShowCountdown enters countdown setting beginning with seconds
Action,"flashSeconds()",1,SetCDSeconds has flashing behavior noted
Transition,"B (Idle ⇒ Countdown)",1,B from ShowCountdown starts CountdownRunning
Guard,"[cdTime > 0:00:00]",1,Start transition is guarded by countdownTimeSet
Action,"targetTime = time + cdTime",1,startCountdown captures starting the countdown from the set time
Transition,"A (CountdownMode ⇒ TimeKeepingMode)",1,A from ShowCountdown returns to Timekeeping
State,"Seconds",1,SetCDSeconds state is present
Transition,"B (Seconds ⇒ Seconds)",1,B self transition increments countdown seconds
Action,"cdTime+=1sec",1,incrementSeconds in countdown setting represents increasing countdown seconds
Transition,"C (Seconds ⇒ Minutes)",1,C moves from SetCDSeconds to SetCDMinutes
Action,"flashMinutes()",1,SetCDMinutes has flashing behavior noted
State,"Minutes",1,SetCDMinutes state is present
Transition,"B (Minutes ⇒ Minutes)",1,B self transition increments countdown minutes
Action,"cdTime+=1min",1,incrementMinutes in countdown setting represents increasing countdown minutes
Transition,"C (Minutes ⇒ Hours)",1,C moves from SetCDMinutes to SetCDHours
Action,"flashHours()",1,SetCDHours has flashing behavior noted
State,"Hours",1,SetCDHours state is present
Transition,"B (Hours ⇒ Hours)",1,B self transition increments countdown hours
Action,"cdTime+=1hr",1,incrementHours in countdown setting represents increasing countdown hours
Transition,"C (Hours ⇒ Seconds)",1,C rotates from SetCDHours back to SetCDSeconds
Action,"flashSeconds()",1,SetCDSeconds has flashing behavior noted
State,"Countdown",1,CountdownRunning state is present
Action,"do / displayCountdown()",0.5,CountdownRunning implies running but does not explicitly display the remaining countdown
Transition,"(targetTime == time) (Countdown ⇒ CountdownReached)",1,countdownReachedZero event represents reaching the countdown end
Action,"flash()",1,Countdown end triggers notification and optional backlight flashing
State,"CountdownReached",1,CountdownRinging state represents countdown notification
Action,"do / flashZero&Beep5Sec()",1,CountdownRinging note specifies beeping and flashing zeroes
Transition,"anyButton (CountdownReached ⇒ CountdownMode)",1,Any button from CountdownRinging returns to Countdown
History State,"H",0.5,H is declared but not modeled as an actual history state
Transition,"(alarm && alarmTime == time) (AlarmOff ⇒ AlarmOn)",0.5,AlarmRinging is triggered by alarmTimeReached but lacks an alarm enabled guard
Action,"saveDisplay()",0,No action saves the pre alarm display state
Action,"flash()",1,Alarm event can trigger backlight flashing when flash alert is on
State,"AlarmOn",1,AlarmRinging represents the alarm notification state
Action,"do / flashAlarmTime&Beep5Sec()",1,AlarmRinging note specifies beeping and flashing alarm time
Action,"exit / restoreDisplay()",0,No restore display action is modeled on leaving alarm notification
Transition,"anyButton (AlarmOn ⇒ History State)",0.5,Any button targets H but H is not a real history state
State,"additional elements",0,No fundamentally incorrect extra states are counted
Transition,"additional elements",0,No fundamentally incorrect extra transitions are counted
Guard,"additional elements",0,No fundamentally incorrect extra guards are counted
Action,"additional elements",0,No fundamentally incorrect extra actions are counted
Composite State,"additional elements",0,No fundamentally incorrect extra composite states are counted
Region,"additional elements",0,No fundamentally incorrect extra regions are counted
History State,"additional elements",0,No fundamentally incorrect extra history states are counted
