Type,Element,Grading,Notes
Action,"setTypeEverything()",1,Represented by routing to OverrideClearAll substate which handles clearing everything
State,"WeighBag",1,Represented as WeighingBag state
Transition,"secWeighedItem (WeighBag ⇒ Ready)",1,Represented as securityWeightReceived(weight) transition from WeighingBag to ReadyForNextItem
Action,"addBag()",1,Represented as addBag(weight) action in the transition
Transition,"cancel (WeighBag ⇒ Ready)",1,Represented as cancel transition from WeighingBag to ReadyForNextItem
State,"Override",1,Represented as OverrideRequired composite state containing OverrideClearItem and OverrideClearAll substates
Action,"entry / lightOn()",1,Represented as entry / turnLightOn() in OverrideRequired state note
Action,"exit / lightOff()",1,Represented as exit / turnLightOff() in OverrideRequired state note
Transition,"codeEntered (Override ⇒ Ready)",1,Represented as staffCodeEntered(code) [overrideCodeValid(code)] / clearItemFromBill() from OverrideClearItem to ReadyForNextItem
Guard,"[codeCorrect() && isTypeItem()]",1,Represented by transition from OverrideClearItem substate with [overrideCodeValid(code)] guard
Action,"clearItem()",1,Represented as clearItemFromBill() action
Transition,"codeEntered (Override ⇒ Ready)",1,Represented as staffCodeEntered(code) [overrideCodeValid(code)] / clearEverything() from OverrideClearAll to ReadyForNextItem
Guard,"[codeCorrect() && isTypeEverything()]",1,Represented by transition from OverrideClearAll substate with [overrideCodeValid(code)] guard
Action,"clearEverything()",1,Represented as clearEverything() action
Transition,"codeEntered (Override ⇒ Override)",1,Represented as self-transitions on both OverrideClearItem and OverrideClearAll with [!overrideCodeValid(code)] guard
Guard,"[!codeCorrect()]",1,Represented as [!overrideCodeValid(code)] guard condition
Transition,"timeoutWarning (Active ⇒ TimeoutCountdown)",1,Represented as timeoutWarning transition from Shopping to TimeoutWarning
Action,"error()",1,Represented as showError() action in self-transitions on override substates
History State,"H (Active)",1,Represented as H history state within Shopping composite state
State,"TimeoutCountdown",1,Represented as TimeoutWarning state
Action,"do / countFrom60()",1,Represented as entry / startCountdown(60s) in TimeoutWarning state note
Transition,"(TimeoutCountdown ⇒ Active)",1,Represented as countdownReachedZero transition from TimeoutWarning to ReadyForNextItem
Action,"clearEverything()",1,Represented as clearEverything() action in the transition
Action,"readyForNextCustomer()",1,Represented as resetForNextCustomer() action in the transition
State,"PayRequested",1,Represented as PaymentProcessing state
Transition,"fail (PayRequested ⇒ Ready)",1,Represented as paymentFail(error) transition from PaymentProcessing to ReadyForNextItem
Action,"error()",1,Represented as showError(error) action
Transition,"cancel (PayRequested ⇒ Ready)",1,Represented as paymentCancel transition from PaymentProcessing to ReadyForNextItem
Transition,"success (PayRequested ⇒ Ready)",1,Represented as paymentSuccess(authCode) transition from PaymentProcessing to ReadyForNextItem
Action,"printBill()",1,Represented as printBill(authCode) action
Action,"readyForNextCustomer()",1,Represented as resetForNextCustomer() action
State,"additional elements",0,No additional incorrect states present
Transition,"additional elements",0,No additional incorrect transitions present
Guard,"additional elements",0,No additional incorrect guards present
Action,"additional elements",0,No additional incorrect actions present
Composite State,"additional elements",0,No additional incorrect composite states present
Region,"additional elements",0,No additional incorrect regions present
History State,"additional elements",0,No additional incorrect history states present
